0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,1.044175103306770325e-01
1.250045027196426645e+03,9.790182113647460938e-02,1.882972139300687057e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.036172062158584595e-01
2.500090054392853290e+03,9.716958710641598884e-02,1.875313845547754820e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.028169021010398865e-01
3.750135081589280162e+03,9.547537023370900044e-02,1.882972139300687057e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.020166054368019104e-01
5.000180108785706580e+03,9.513977802161033281e-02,1.870762218128518737e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.012163013219833374e-01
6.250225135982132997e+03,9.477384162671675938e-02,1.881454930161030591e-08,0.000000000000000000e+00,0.000000000000000000e+00,1.004159972071647644e-01
7.500270163178560324e+03,9.256124496459960938e-02,1.882972139300687057e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.961569309234619141e-02
8.750315190374985832e+03,9.329347899465822991e-02,1.866210590709371660e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.881538897752761841e-02
1.000036021757141316e+04,9.274403254191110335e-02,1.857071211843752552e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.801509231328964233e-02
1.125040524476784049e+04,9.054696921146287991e-02,1.850930127230565454e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.721478819847106934e-02
1.250045027196426599e+04,9.047074751420414174e-02,1.858552296956350748e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.641448408365249634e-02
1.375049529916069332e+04,9.048591960560159464e-02,1.858552296956350748e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.561417996883392334e-02
1.500054032635712065e+04,8.841095548687594174e-02,1.849449042117967589e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.481388330459594727e-02
1.625058535355354616e+04,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,9.401357918977737427e-02
1.750063038074997166e+04,8.809017412590236518e-02,1.852447336370310925e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.321327507495880127e-02
1.875067540794640081e+04,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,9.241297096014022827e-02
2.000072043514282632e+04,8.593862706964650044e-02,1.829544703165719756e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.161266684532165527e-02
2.125076546233925183e+04,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,9.081237018108367920e-02
2.250081048953568097e+04,8.433652646613865045e-02,1.831098036332612502e-08,0.000000000000000000e+00,0.000000000000000000e+00,9.001206606626510620e-02
2.375085551673210648e+04,8.325280565204007388e-02,1.824993075746483674e-08,0.000000000000000000e+00,0.000000000000000000e+00,8.921176195144653320e-02
2.500090054392853199e+04,8.361946452747659464e-02,1.831098036332612502e-08,0.000000000000000000e+00,0.000000000000000000e+00,8.841145783662796021e-02
2.625094557112496113e+04,8.129994074503610335e-02,1.832615245472268968e-08,0.000000000000000000e+00,0.000000000000000000e+00,8.761115372180938721e-02
2.750099059832138664e+04,8.104020898992381206e-02,1.831098036332612502e-08,0.000000000000000000e+00,0.000000000000000000e+00,8.681085705757141113e-02
2.875103562551781215e+04,8.104020898992381206e-02,1.815853696880953571e-08,0.000000000000000000e+00,0.000000000000000000e+00,8.601055294275283813e-02
3.000108065271424130e+04,7.913286035711131206e-02,1.824993075746483674e-08,0.000000000000000000e+00,0.000000000000000000e+00,8.521024882793426514e-02
3.125112567991066680e+04,7.965196262706442099e-02,1.818924239187502783e-08,0.000000000000000000e+00,0.000000000000000000e+00,8.440994471311569214e-02
3.250117070710709231e+04,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.360964059829711914e-02
3.375121573430352146e+04,7.647846684311332410e-02,1.812783154574315685e-08,0.000000000000000000e+00,0.000000000000000000e+00,8.280934393405914307e-02
3.500126076149994333e+04,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.200903981924057007e-02
3.625130578869637247e+04,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.120873570442199707e-02
3.750135081589280162e+04,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.040843158960342407e-02
3.875139584308922349e+04,7.260235873135645335e-02,1.806678193988187188e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.960812747478485107e-02
4.000144087028565264e+04,7.299900054931640625e-02,1.791397730509469656e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.880783081054687500e-02
4.125148589748208178e+04,7.074052637273631206e-02,1.791397730509469656e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.800752669572830200e-02
4.250153092467850365e+04,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,7.720722258090972900e-02
4.375157595187493280e+04,7.103096355091409464e-02,1.786846103090233905e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.640691846609115601e-02
4.500162097907136194e+04,6.897081028331442099e-02,1.788399436257126650e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.560661435127258301e-02
4.625166600626778381e+04,6.800918868093752678e-02,1.788399436257126650e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.480631768703460693e-02
4.750171103346421296e+04,6.810094370986430334e-02,1.785328893950488434e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.400601357221603394e-02
4.875175606066064211e+04,6.628498886570799442e-02,1.788399436257126650e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.320570945739746094e-02
5.000180108785706398e+04,6.648330977468752678e-02,1.783775560783596019e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.240540534257888794e-02
