,Time,Current,Voltage,Ramp
1102,1946579.1476407915,1.1188578307790709e-07,0.3802468219452554,0
1103,1947829.359039405,1.1193779484590765e-07,0.3810369845349575,0
1104,1949079.570438018,1.1211295878414369e-07,0.3818548448700816,0
1105,1950329.7818366312,1.1216220711262205e-07,0.3826524198460512,0
1106,1951579.9932352444,1.1222073550556783e-07,0.3834412952449528,0
1107,1952830.204633857,1.1240379658745736e-07,0.3842570725418959,0
1108,1954080.4160324708,1.124555380375781e-07,0.3850538299378261,0
1109,1955330.627431084,1.1251055718928424e-07,0.3858474605941219,0
1110,1956580.838829697,1.1270342060510165e-07,0.3866702371908132,0
1111,1957831.0502283105,1.1276990561100909e-07,0.3874694914516903,0
1112,1959081.261626924,1.1284392669370509e-07,0.3882648608735731,0
1113,1960331.4730255369,1.1302746479223145e-07,0.3890786641333414,0
1114,1961581.6844241505,1.1310138886113765e-07,0.3898742222384744,0
1115,1962831.895822764,1.1318054171036155e-07,0.3906651151449837,0
1116,1964082.1072213768,1.1336674433510909e-07,0.3914801682244771,0
1117,1965332.3186199896,1.1342886039846343e-07,0.3922689417814993,0
1118,1966582.5300186032,1.134998522209538e-07,0.3930563541145473,0
1119,1967832.7414172164,1.136991378097933e-07,0.3938696639488823,0
1120,1969082.9528158293,1.1379042521388945e-07,0.3946641177677676,0
1121,1970333.1642144427,1.1387337285413969e-07,0.3954541041987116,0
1122,1971583.375613056,1.1408035007443069e-07,0.3962709299313875,0
1123,1972833.5870116688,1.1417369592255973e-07,0.3970626039923526,0
1124,1974083.7984102825,1.1424731072991361e-07,0.3978473211113583,0
1125,1975334.009808896,1.1445112892684165e-07,0.3986597677114373,0
1126,1976584.2212075088,1.145356131692106e-07,0.399449237776699,0
1127,1977834.4326061225,1.1462580998275533e-07,0.4002367571049246,0
1128,1979084.644004736,1.1483276807717019e-07,0.4010508886571745,0
1129,1980334.8554033483,1.1493183251680517e-07,0.4018410630521587,0
1130,1981585.0668019613,1.1502504788882065e-07,0.4026282416799622,0
1131,1982835.2782005752,1.1525104535409458e-07,0.4034440379919151,0
1132,1984085.4895991883,1.1536140952059277e-07,0.4042436804364426,0
1133,1985335.7009978013,1.1546249824205701e-07,0.4050322104654572,0
1134,1986585.9123964144,1.1568817546147638e-07,0.4058486909868694,0
1135,1987836.123795028,1.1580684966882166e-07,0.4066476363858819,0
1136,1989086.3351936408,1.1591185284937274e-07,0.4074416588901052,0
1137,1990336.5465922544,1.1612907056979737e-07,0.4082613425005811,0
1138,1991586.757990868,1.1623782451660965e-07,0.4090618128010423,0
1139,1992836.9693894808,1.1634364767703125e-07,0.4098599780866064,0
1140,1994087.180788094,1.1656838133465122e-07,0.4106795530377718,0
1141,1995337.392186708,1.1669114022422437e-07,0.4114825319504706,0
1142,1996587.6035853203,1.1680273501293445e-07,0.4122790372526838,0
1143,1997837.8149839337,1.1704467546749745e-07,0.4131048630797474,0
1144,1999088.0263825469,1.172805319268233e-07,0.4139359339799418,0
1145,2000338.23778116,1.1738063818943657e-07,0.4147362952106028,0
1146,2001588.4491797728,1.1748125923717509e-07,0.4155328326617989,0
1147,2002838.6605783864,1.1769460180719176e-07,0.4163532840045045,0
1148,2004088.871977,1.1781294696873244e-07,0.417150650764837,0
1149,2005339.0833756127,1.1791251089392889e-07,0.41793875284896,0
1150,2006589.2947742264,1.181379078373911e-07,0.4187511764905963,0
1151,2007839.50617284,1.1825422972854517e-07,0.419541354745437,0
1152,2009089.7175714527,1.183647398441271e-07,0.4203249883676355,0
1153,2010339.9289700657,1.1858434295702405e-07,0.4211409910258468,0
1154,2011590.1403686795,1.1870794406058301e-07,0.4219350761883508,0
1155,2012840.3517672925,1.188268597565629e-07,0.4227222738607285,0
1156,2014090.5631659057,1.190609863372393e-07,0.4235360124251172,0
1157,2015340.7745645188,1.1917527405102668e-07,0.4243287467305085,0
1158,2016590.985963132,1.1929450725247116e-07,0.4251211397396419,0
1159,2017841.1973617447,1.195292005281979e-07,0.4259403044617988,0
1160,2019091.4087603583,1.196511427826545e-07,0.426735141320133,0
1161,2020341.620158972,1.1977883463539217e-07,0.4275278802767964,0
1162,2021591.8315575847,1.2002118740154677e-07,0.4283445471345029,0
1163,2022842.0429561983,1.2014164089870824e-07,0.42913576161101,0
1164,2024092.2543548115,1.2025110103893554e-07,0.4299188585937568,0
1165,2025342.465753425,1.2050344648355862e-07,0.4307298961841667,0
1166,2026592.6771520376,1.2063269717707886e-07,0.4315195955512871,0
1167,2027842.8885506515,1.207665901966301e-07,0.4322983793368143,0
1168,2029093.0999492644,1.2100930410526612e-07,0.4331125598112819,0
1169,2030343.3113478776,1.211402489079537e-07,0.4339052550121022,0
1170,2031593.5227464908,1.212791588426912e-07,0.4346953352889,0
1171,2032843.734145104,1.215434637761736e-07,0.4355108156731024,0
1172,2034093.945543717,1.216744118974621e-07,0.436303209716989,0
1173,2035344.1569423303,1.2181790927879184e-07,0.4370876580139587,0
1174,2036594.368340944,1.2207383003250362e-07,0.4378985444138626,0
1175,2037844.5797395569,1.222155649143077e-07,0.438694921833099,0
1176,2039094.7911381703,1.2234756945427886e-07,0.4394795058828545,0
1177,2040345.002536784,1.2261992017199398e-07,0.4402966767693706,0
1178,2041595.2139353969,1.2276374861575956e-07,0.4410913016312395,0
1179,2042845.4253340096,1.22915018661649e-07,0.4418825532388956,0
1180,2044095.6367326227,1.2319202290801885e-07,0.4426996478282892,0
1181,2045345.8481312364,1.2334751558123418e-07,0.4434975190449781,0
1182,2046596.059529849,1.2349808683446738e-07,0.4442940732864651,0
1183,2047846.2709284627,1.237805910551636e-07,0.4451162931115023,0
1184,2049096.482327076,1.2394008081705005e-07,0.4459205692793967,0
1185,2050346.6937256893,1.240879949311758e-07,0.4467183592435187,0
1186,2051596.9051243025,1.243701581040685e-07,0.447537632531176,0
1187,2052847.116522916,1.2447045068015758e-07,0.4479395940409927,0
1188,2054097.3279215288,1.2467198597529758e-07,0.4487436622071819,0
1189,2055347.539320142,1.2487478812758737e-07,0.4495479239016345,0
1190,2056597.750718756,1.250788571370271e-07,0.4503523791243504,0
1191,2057847.9621173684,1.2528419300361666e-07,0.4511570278753297,0
1192,2059098.1735159813,1.2549079572735605e-07,0.4519618701545723,0
1193,2060348.3849145947,1.256986653082453e-07,0.4527669059620784,0
1194,2061598.5963132083,1.2590780174628442e-07,0.4535721352978478,0
1195,2062848.8077118213,1.261182050414734e-07,0.4543775581618806,0
1196,2064099.0191104345,1.2632987519381222e-07,0.4551831745541767,0
1197,2065349.230509048,1.265428122033009e-07,0.4559889844747362,0
1198,2066599.4419076608,1.2675701606993946e-07,0.4567949879235591,0
1199,2067849.6533062744,1.2697248679372786e-07,0.4576011849006454,0
1200,2069099.864704888,1.2718922437466613e-07,0.458407575405995,0
1201,2070350.0761035008,1.2740722881275424e-07,0.459214159439608,0
1202,2071600.2875021133,1.2762650010799222e-07,0.4600209370014844,0
1203,2072850.498900728,1.2784703826038004e-07,0.4608279080916241,0
1204,2074100.7102993403,1.2806884326991776e-07,0.4616350727100272,0
1205,2075350.9216979537,1.282919151366053e-07,0.4624424308566938,0
1206,2076601.133096567,1.285162538604427e-07,0.4632499825316236,0
1207,2077851.34449518,1.2874185944142994e-07,0.4640577277348168,0
1208,2079101.5558937928,1.2896873187956706e-07,0.4648656664662735,0
1209,2080351.7672924064,1.2919687117485401e-07,0.4656737987259934,0
1210,2081601.97869102,1.2942627732729084e-07,0.4664821245139767,0
1211,2082852.1900896328,1.2965695033687753e-07,0.4672906438302234,0
1212,2084102.4014882464,1.298888902036141e-07,0.4680993566747335,0
1213,2085352.61288686,1.3012209692750048e-07,0.468908263047507,0
1214,2086602.8242854727,1.3035657050853673e-07,0.4697173629485438,0
1215,2087853.0356840857,1.3059231094672284e-07,0.470526656377844,0
1216,2089103.247082699,1.308293182420588e-07,0.4713361433354076,0
1217,2090353.4584813125,1.3106759239454466e-07,0.4721458238212345,0
1218,2091603.6698799257,1.313071334041803e-07,0.4729556978353249,0
1219,2092853.8812785388,1.3154794127096585e-07,0.4737657653776785,0
1220,2094104.092677152,1.3179001599490125e-07,0.4745760264482956,0
1221,2095354.3040757647,1.320333575759865e-07,0.475386481047176,0
1222,2096604.5154743784,1.322779660142216e-07,0.4761971291743198,0
1223,2097854.726872992,1.3252384130960656e-07,0.477007970829727,0
1224,2099104.938271605,1.327709834621414e-07,0.4778190060133975,0
1225,2100355.149670218,1.330193924718261e-07,0.4786302347253314,0
1226,2101605.3610688318,1.3326906833866064e-07,0.4794416569655287,0
1227,2102855.5724674445,1.33520011062645e-07,0.4802532727339894,0
1228,2104105.783866058,1.3377222064377928e-07,0.4810650820307134,0
1229,2105355.9952646717,1.3402569708206338e-07,0.4818770848557008,0
1230,2106606.2066632845,1.3428044037749732e-07,0.4826892812089515,0
1231,2107856.4180618976,1.3453645053008113e-07,0.4835016710904657,0
1232,2109106.629460511,1.347937275398148e-07,0.4843142545002432,0
1233,2110356.840859124,1.3505227140669838e-07,0.485127031438284,0
1234,2111607.0522577367,1.3531208213073177e-07,0.4859400019045883,0
1235,2112857.2636563503,1.3557315971191498e-07,0.4867531658991559,0
1236,2114107.4750549635,1.3583550415024808e-07,0.4875665234219869,0
1237,2115357.6864535767,1.3609911544573105e-07,0.4883800744730813,0
1238,2116607.8978521903,1.3636399359836386e-07,0.489193819052439,0
1239,2117858.1092508035,1.3663013860814657e-07,0.4900077571600601,0
1240,2119108.3206494167,1.368975504750791e-07,0.4908218887959445,0
1241,2120358.53204803,1.3716622919916146e-07,0.4916362139600924,0
1242,2121608.743446643,1.374361747803937e-07,0.4924507326525036,0
1243,2122858.954845256,1.377073872187758e-07,0.4932654448731782,0
1244,2124109.1662438693,1.3797986651430778e-07,0.4940803506221162,0
1245,2125359.3776424825,1.3825361266698957e-07,0.4948954498993175,0
1246,2126609.589041096,1.3852862567682125e-07,0.4957107427047822,0
1247,2127859.8004397093,1.3880490554380278e-07,0.4965262290385103,0
1248,2129110.0118383225,1.3908245226793418e-07,0.4973419089005018,0
1249,2131610.434635549,1.2819935229361786e-07,0.501317641439014,1
1250,2132860.646034162,1.2677430414540838e-07,0.5005126980523629,1
1251,2134110.857432775,1.2536129954366802e-07,0.4997077522204703,1
1252,2135361.0688313884,1.2396033848839678e-07,0.4989028039433366,1
1253,2136611.280230001,1.2257142097959456e-07,0.4980978532209617,1
1254,2137861.491628615,1.2119454701726144e-07,0.4972929000533455,1
1255,2139111.7030272284,1.1982971660139745e-07,0.4964879444404881,1
1256,2140361.914425841,1.1847692973200249e-07,0.4956829863823894,1
1257,2141612.1258244547,1.1713618640907661e-07,0.4948780258790495,1
1258,2142862.337223068,1.1580748663261985e-07,0.4940730629304683,1
1259,2144112.5486216806,1.1449083040263213e-07,0.4932680975366459,1
1260,2145362.760020294,1.1318621771911353e-07,0.4924631296975822,1
1261,2146612.9714189074,1.1189364858206398e-07,0.4916581594132774,1
1262,2147863.1828175206,1.1061312299148356e-07,0.4908531866837312,1
1263,2149113.394216134,1.0934464094737217e-07,0.4900482115089438,1
